Position,Track Name,Artist,date,region,id
8,Promises (with Sam Smith),Calvin Harris,9/15/2018,ar,5N5k9nd479b1xpDZ4usjrg
9,Sin Querer Queriendo (feat. Mau y Ricky),Lali,9/15/2018,ar,5rUNrHC5b0oYanaw370Ncz
10,A Rush Morning,Mariano Mellino,9/15/2018,ar,1eH80mQvjyAX1Oi8pbKWy8
11,Baby Shark,Pinkfong,9/15/2018,ar,5ygDXis42ncn6kYG14lEVG
12,Happier,Marshmello,9/15/2018,ar,2dpaYNEQHiRxtZbfNsse99
13,Noticed,Lil Mosey,9/15/2018,ar,7d6XJZjnm7iWcKwYL9z5kC
14,Piñata,El Cuis,9/15/2018,ar,1yyDcX98CCjWGtjkJGnQI3
15,Sundroina feat. Jinadu - Jimi Jules Remix,Ed Ed,9/15/2018,ar,3MmwRkIeHNZhwH9HY4lBqZ
16,Chica Paranormal,Paulo Londra,9/15/2018,ar,2r77vqSZkOktTSgmAOoHsV
17,No Me Llores,Duki,9/15/2018,ar,4DNzemGNnckcJSr8DVk8Uj
18,Asesina,Brytiago,9/15/2018,ar,6rbhaJsE4uLzpPf8WYSHDK
19,Be Alright,Dean Lewis,9/15/2018,ar,3EPXxR3ImUwfayaurPi3cm
20,Drew Barrymore,Bryce Vine,9/15/2018,ar,0OgGn1ofaj55l2PcihQQGV
21,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Valentino,9/15/2018,ar,58smOywZbVu8AjWutppiQA
22,No Quiero Más - Remix,Luck Ra,9/15/2018,ar,4gdZVkGqbi4Xxq2uuUpfjo
23,Self Care,Mac Miller,9/15/2018,ar,5bJ1DrEM4hNCafcDd1oxHx
24,Quiero Volver,TINI,9/15/2018,ar,1jcAZRfufvi67KWnwRmizE
25,No Me Acuerdo,Thalía,9/15/2018,ar,00EPIEnX1JFjff8sC6bccd
26,Culpables,Manuel Turizo,9/15/2018,ar,3RD0PGolM0mETGHaprwgMn
27,Clandestino,Shakira,9/15/2018,ar,7DrluKkTviBwCc8AV3VGmf
28,In My Mind,Dynoro,9/15/2018,ar,0E9ZjEAyAwOXZ7wJC0PD33
29,Mi Cama - Remix,Karol G,9/15/2018,ar,38QmUDpkoYlNbMKvpvAsrE
30,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,9/15/2018,ar,3DGar7krWlmrXRFHBcQF6z
31,Sin Pijama,Becky G,9/15/2018,ar,2ijef6ni2amuunRoKTlgww
32,Árabe,Papichamp,9/15/2018,ar,58qmrrvUkA09szrox83VDp
33,¿Qué Tiene?,Ximena Sariñana,9/15/2018,ar,2vNDq5XAoF4Gl4hfY7aacS
34,Losing It,FISHER,9/15/2018,ar,6ho0GyrWZN3mhi9zVRW7xi
35,No Es Justo,J Balvin,9/15/2018,ar,5qFeMRz4TvetPmzjre9Dq7
36,Polola,Oscarcito,9/15/2018,ar,7LlavtPZyfhr7OxH28tKHd
37,Favela,Alok,9/15/2018,ar,2JVbZEpewmqNlSzmXJTx2E
38,El Extraño del Pelo Largo,La Joven Guardia,9/15/2018,ar,684mSIt8bHBYGgIQjFsERt
39,No Te Creas Tan Importante - En Vivo,Damas Gratis,9/15/2018,ar,3trowLiYwwOoiwapLISNyk
40,Count On You - ATFC's C-thru Remix,Autoerotique,9/15/2018,ar,1eLomQhgMAEUMgpc7Q7aDJ
41,Te Boté - Remix,Nio Garcia,9/15/2018,ar,3V8UKqhEK5zBkBb6d6ub8i
42,Ahora no,FMK,9/15/2018,ar,1fxwD70zSHgakPFIAC0pz7
43,Crocante,El Cuis,9/15/2018,ar,03i9sX4THYKHbWodlUcUNh
44,Cuenta Pendiente,Paty Cantú,9/15/2018,ar,2kurCucOSCAu1xo0t2f3Vz
45,Quero Que Tu Vá,Ananda,9/15/2018,ar,7ppLcVgxpoWAhAa2c0CN3b
46,Me Vas a Extrañar,Viru Kumbieron,9/15/2018,ar,4K5AFnZ3DbI1mgPONEOpg8
47,breathin,Ariana Grande,9/15/2018,ar,4OafepJy2teCjYJbvFE60J
48,Made For Now,Janet Jackson,9/15/2018,ar,2Ul7yRZaxGcWCzQg7m632Z
49,What's the Use?,Mac Miller,9/15/2018,ar,2dgrYdgguVZKeCsrVb9XEs
50,Dale,Kybba,9/15/2018,ar,3upXphmNMxrJzoqdFu5K6P
1,Me Vas a Extrañar - En Vivo,Damas Gratis,10/15/2018,ar,3CACzG9I3AoKUKA3ODE5zW
2,Cuando Te Besé,Becky G,10/15/2018,ar,2XXMDz7SPZ4mSFN1PXfHUy
3,Ya No Tiene Novio,Sebastian Yatra,10/15/2018,ar,7uQmJ1jgNzBpATSoWKSPFu
4,BEBE,6ix9ine,10/15/2018,ar,7ATATJztoWLcqDAcVVof0C
5,Quiere Beber,Anuel Aa,10/15/2018,ar,3rPAD722s5FFNnwjC91t7Z
6,Electricity (with Dua Lipa),Silk City,10/15/2018,ar,5N4erncE7kuUccm7zEmwzk
7,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,10/15/2018,ar,7rLegaz7zKB6EtDNzcslKE
8,Sweet but Psycho,Ava Max,10/15/2018,ar,25sgk305KZfyuqVBQIahim
9,Falling Down - Bonus Track,Lil Peep,10/15/2018,ar,0Dn40gxVCMo5TkgS8Ik18Q
10,Ni Gucci Ni Prada,Kenny Man,10/15/2018,ar,32lexhcz93AinKK0qLTZaZ
11,Oui,Sivas,10/15/2018,ar,7j8K8PE1tO2TvhY15E8ZcD
12,Amigos Con Derechos,Reik,10/15/2018,ar,2zDj4WjbNDmrRL6Z4YjjCA
13,Me Llama Una Voz - Hernan Cattaneo & Audio Junkies Remix,Henry Saiz & Band,10/15/2018,ar,3OvtqTfJyViUaMIEzL0xKr
14,Toda - Remix,Alex Rose,10/15/2018,ar,7nD2JPaxIKUdxd2UWgnaGL
15,Vaina Loca,Ozuna,10/15/2018,ar,48zFZh27QU5qsrBjn4C2FA
16,Bom Diggy,Zack Knight,10/15/2018,ar,7Dhy1R9NmD96wfr7VJEN37
17,PPP,Kevin Roldan,10/15/2018,ar,1DcxnVNFAyVl2sDQ646pXS
18,Culpables,Karol G,10/15/2018,ar,6q8Lb50EtqNeeJXXe8mMAH
19,El Sensei,Richard Rieldo,10/15/2018,ar,4WsDnEFkPba5EfE6EikpdJ
20,Mami Quiebra la Cintura,DJ Chino,10/15/2018,ar,253j40m8HGhSFUKOBADdTA
21,Mala Mía,Maluma,10/15/2018,ar,62o8KoI44JfN7aYxgTnPvh
22,SLOW DANCING IN THE DARK,Joji,10/15/2018,ar,0UyljEbX9dqI1K0sqdv6B6
23,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,10/15/2018,ar,15kQGEy89K8deJcZVFEn0N
24,Celoso,Lele Pons,10/15/2018,ar,33zcmmElV1YbRZe57biUjg
25,Asesina,Brytiago,10/15/2018,ar,6rbhaJsE4uLzpPf8WYSHDK
26,No Te Creas Tan Importante - En Vivo,Damas Gratis,10/15/2018,ar,3trowLiYwwOoiwapLISNyk
27,Loco por Volverla a Ver,Richard Rieldo,10/15/2018,ar,2wU7sxOPoT9dqUgM35Y7wo
28,I Love It (& Lil Pump),Kanye West,10/15/2018,ar,4S8d14HvHb70ImctNgVzQQ
29,Bye,Ecko,10/15/2018,ar,0TYtHWzASro5sMrV1UvpUC
30,No Stylist,French Montana,10/15/2018,ar,04MLEeAMuV9IlHEsD8vF6A
31,Ponle,Rvssian,10/15/2018,ar,28O1p0bQXH2F6Qn8jBZZR4
32,Chica Paranormal,Paulo Londra,10/15/2018,ar,2r77vqSZkOktTSgmAOoHsV
33,Better,Khalid,10/15/2018,ar,4T3fNx3CgwDRRYgmFCbD4J
34,Rozovoye Vino,Allj,10/15/2018,ar,4LDcQ9sLkKCie4XcKaEwJD
35,Hola,Zion & Lennox,10/15/2018,ar,2dYJKHEqAUTCk2U9zntaS1
36,Secreto,Cristopher Bryan,10/15/2018,ar,0rbAnHmfa3xGuxfeuMYveR
37,Sin Pijama,Becky G,10/15/2018,ar,2ijef6ni2amuunRoKTlgww
38,Forever Young,Youth Group,10/15/2018,ar,2Owgdm2WzETvnAfpW2UAFJ
39,Enough for You,Saint Claire,10/15/2018,ar,43MP9F7UzvfilSrw2SqZGJ
40,Demente Rap,Agustin De La O,10/15/2018,ar,7KWBXjEQVXNu4Yqqj8Jr5K
41,Sin Querer Queriendo (feat. Mau y Ricky),Lali,10/15/2018,ar,5rUNrHC5b0oYanaw370Ncz
42,Ava,Kasper Schill,10/15/2018,ar,2ZOcIBtmGkwQeL1ZQxhCEy
43,No Me Rompas Las Pelotas,El Dipy,10/15/2018,ar,3aJnMvpvnr7UjvvQr3F2Gg
44,No Me Llores,Duki,10/15/2018,ar,4DNzemGNnckcJSr8DVk8Uj
45,Sapequinha,Lexa,10/15/2018,ar,7LPR6AdkOQR9WpEixCGNCk
46,Clandestino,Shakira,10/15/2018,ar,7DrluKkTviBwCc8AV3VGmf
47,No Me Acuerdo,Thalía,10/15/2018,ar,00EPIEnX1JFjff8sC6bccd
48,Take It,Dom Dolla,10/15/2018,ar,3ebXuBiCPdiJeaHRiY0djO
49,You Say,Lauren Daigle,10/15/2018,ar,3ngc7rGlfeFaskU90EWl4R
50,Otra Botella,Neo Pistea,10/15/2018,ar,2WH26XlMjUamdUwG56ZqWf
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,11/15/2018,ar,4w8niZpiMy6qz1mntFA5uM
2,MIA (feat. Drake),Bad Bunny,11/15/2018,ar,116H0KvKr2Zl4RPuVBruDO
3,Me Vas a Extrañar - En Vivo,Damas Gratis,11/15/2018,ar,3CACzG9I3AoKUKA3ODE5zW
4,Callese Viejo Lesbiano,Mister Cumbia,11/15/2018,ar,3eaEZpGIWld5r6kEeN4zWX
5,Giving Up (feat. Jaden Michaels),QUIX,11/15/2018,ar,0Tzwjig9HzGTj5Y5a3RdhE
6,Imposible,Luis Fonsi,11/15/2018,ar,3ao3OVxHlb3C08vAaApUlm
7,Pa' Brillar,Lucho SSJ,11/15/2018,ar,3hflsANR6DqnHfZ2Tiv5Jl
8,Gas Montana - Remix,Negro Fino,11/15/2018,ar,44kjZAkW3LuQHDqz5x576L
9,Desconocidos,Mau y Ricky,11/15/2018,ar,0s5DNDV6LAKn2u2Ufa3VjQ
10,Me Voy,Rombai,11/15/2018,ar,22sESxzbY1O1E19xjOTaYf
11,Calma - Remix,Pedro Capó,11/15/2018,ar,5iwz1NiezX7WWjnCgY5TH4
12,Tres Rosas,Seven Kayne,11/15/2018,ar,44CVGn84afMnxEW1qKylzj
13,Ya No Tiene Novio,Sebastian Yatra,11/15/2018,ar,7uQmJ1jgNzBpATSoWKSPFu
14,Mia Khalifa,iLOVEFRiDAY,11/15/2018,ar,4iZC3zbvagtT4UbvuwH7fQ
15,Mocca - Remix,Lalo Ebratt,11/15/2018,ar,1usoXi4f0BnMART4uActEA
16,The Worker,Thomas Newson,11/15/2018,ar,5tUCCbHktLiVH8h1qpZ5m5
17,Festival,Los Polinesios,11/15/2018,ar,0SBrGzg3tqlKCWVelWHXYm
18,Cuando Te Besé,Becky G,11/15/2018,ar,2XXMDz7SPZ4mSFN1PXfHUy
19,Atrasadinha - Ao Vivo,Felipe Araújo,11/15/2018,ar,5EKHbW7mXcAR4hCyS3YXjb
20,Pienso en Ti,Joss Favela,11/15/2018,ar,0l75C1fGFNyRXLvnpjrbNb
21,Por Que Te Vas,TINI,11/15/2018,ar,70c9sdkTnDiehSDOCxCnDc
22,Without Me,Halsey,11/15/2018,ar,5p7ujcrUXASCNwRaWNHR1C
23,Amigos Con Derechos,Reik,11/15/2018,ar,2zDj4WjbNDmrRL6Z4YjjCA
24,BEBE,6ix9ine,11/15/2018,ar,7ATATJztoWLcqDAcVVof0C
25,Pop,Mariano Otero,11/15/2018,ar,4c0rGPqFucB6I2OJS8XtpU
26,Finalidade Era Ficar em Casa,MC Kevin o Chris,11/15/2018,ar,2Y73798F4zbbbvKT02fbtE
27,DJs Gotta Dance More - Illyus & Barrientos Remix,A-Trak,11/15/2018,ar,2z1osTeSqdOOdfDZy025yY
28,when the party's over,Billie Eilish,11/15/2018,ar,14JzyD6FlBD5z0wV5P07YI
29,Senorita,VAV,11/15/2018,ar,5aibUXUPitJo8oSjSiokwS
30,Toda - Remix,Alex Rose,11/15/2018,ar,7nD2JPaxIKUdxd2UWgnaGL
31,Always Remember Us This Way,Lady Gaga,11/15/2018,ar,2rbDhOo9Fh61Bbu23T2qCk
32,Zum Zum - Remix,Plan B,11/15/2018,ar,2y4XLIaQOPbBJQEr4r9L2Y
33,Devotion,Wh0,11/15/2018,ar,4AiqIbkzINIcMLv6NOasYc
34,ANDRÓMEDA,WOS,11/15/2018,ar,4Pa73QAWSryyKavXNyVbUA
35,Woman Like Me (feat. Nicki Minaj),Little Mix,11/15/2018,ar,6rrTr2HEAzlpC4KWZxF3S1
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,11/15/2018,ar,1A6OTy97kk0mMdm78rHsm8
37,ZEZE (feat. Travis Scott & Offset),Kodak Black,11/15/2018,ar,7l3E7lcozEodtVsSTCkcaA
38,Mi Elemento,Fabio Cadore,11/15/2018,ar,6kdT5qRuBmiQDhegDgvkrU
39,Swing Summit,Manuel Fraga,11/15/2018,ar,3i6vzqXn09oXPDzSVCwmca
40,Shallow,Lady Gaga,11/15/2018,ar,2VxeLyX666F8uXCJ0dZF8B
41,3 Nights,Dominic Fike,11/15/2018,ar,1tNJrcVe6gwLEiZCtprs1u
42,PUEDE SER,LOUTA,11/15/2018,ar,71bO0OsW7odKFhbjrHwM8C
43,Bohemian Rhapsody - Remastered 2011,Queen,11/15/2018,ar,7tFiyTwD0nx5a1eklYtX2J
44,Kiss and Make Up,Dua Lipa,11/15/2018,ar,13hvHEstJ4sNbzdroPrPI3
45,BBIBBI,IU,11/15/2018,ar,4as4XEOR03oGm1STUKl6pa
46,RISE,League of Legends,11/15/2018,ar,69Sy7207dnixZ6w7RSV9Kb
47,AGEN WIDA,JOYRYDE,11/15/2018,ar,35V6qXUDCvwZdmbKe5PlPG
48,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix",Mozart La Para,11/15/2018,ar,1AKP5JySgNsr2Y04z1yGHJ
49,Está Rico,Marc Anthony,11/15/2018,ar,2wRkBumdItthjYP9XknImg
50,Sola,Luck Ra,11/15/2018,ar,4Net57z8avmceGCLciBHAB
1,Calma - Remix,Pedro Capó,12/15/2018,ar,5iwz1NiezX7WWjnCgY5TH4
2,Adan y Eva,Paulo Londra,12/15/2018,ar,6FyRXC8tJUh863JCkyWqtk
3,"thank u, next",Ariana Grande,12/15/2018,ar,2rPE9A1vEgShuZxxzR2tZH
4,Ella es una G,C.R.O,12/15/2018,ar,1uARbfg2RXPtyr6sqVQUif
5,Desconocidos,Mau y Ricky,12/15/2018,ar,0s5DNDV6LAKn2u2Ufa3VjQ
6,Reggaeton,J Balvin,12/15/2018,ar,2D3z17LBMJ2HEHeBFFjTLi
7,Ella Quiere Beber - Remix,Anuel Aa,12/15/2018,ar,2cYnZNzFRFK0H7vSNxPsUq
8,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,12/15/2018,ar,4w8niZpiMy6qz1mntFA5uM
9,Bitch Lasagna,Party in Backyard,12/15/2018,ar,0xGl8HKFncXK7aFZRTGZsr
10,El Mas Grande,Ignacio Copani,12/15/2018,ar,2xINHdWTMQmXx0eZQHWUjH
11,SOLO,JENNIE,12/15/2018,ar,2wVDWtLKXunswWecARNILj
12,Adictiva,Daddy Yankee,12/15/2018,ar,6MJUCumnQsQEKbCy28tbCP
13,MIA (feat. Drake),Bad Bunny,12/15/2018,ar,116H0KvKr2Zl4RPuVBruDO
14,Santiago,Newen Afrobeat,12/15/2018,ar,0DCEBEtw6MzGZsQ5X8dQDO
15,Mujeres Valientes,Merkabah,12/15/2018,ar,787a1VL4wMcjkiU1P9Sq01
16,Me Voy,Rombai,12/15/2018,ar,22sESxzbY1O1E19xjOTaYf
17,Done - Denis First Remix,Nikki Vianna,12/15/2018,ar,38a0Pfg4YKQfjIDylBcvDr
18,Me Vas a Extrañar - En Vivo,Damas Gratis,12/15/2018,ar,3CACzG9I3AoKUKA3ODE5zW
19,Replay,Maikel Delacalle,12/15/2018,ar,07w6jp4Fq8GGqhLoDYoVkb
20,Imposible,Luis Fonsi,12/15/2018,ar,3ao3OVxHlb3C08vAaApUlm
21,Estamos Perdiendo el Tiempo,Erick,12/15/2018,ar,3VqSZTmrECkrxmoYvHxQ18
22,Perdóname,Charly,12/15/2018,ar,78esiOojBRuNxTWSLOXZcq
23,Reflejo,Charly,12/15/2018,ar,0WUKwsZ6XzmpV7Gdg441Gi
24,Toda - Remix,Alex Rose,12/15/2018,ar,0QFTjMGHWo7joBA5CUlIpd
25,La Luna - Styline Remix,Kryder,12/15/2018,ar,67WR838RMqdlmZ11Vj38Ca
26,Molly,Ace,12/15/2018,ar,0wmZ4FkooyAJd8xjdwnby2
27,In My Head,Peter Manos,12/15/2018,ar,1tT55K6VEyO6XFDxK4lDQe
28,Hanging Tree - Original Mix,Michael Bibi,12/15/2018,ar,7n0cOjwadpms08yfGEeyOQ
29,Otra Vez,Josefina,12/15/2018,ar,26wPFHnlLaXf1oghj0OSmt
30,Bubalu,Becky G,12/15/2018,ar,7dNwJbsT0sg1le5kVugGJb
31,Luz Apaga,Ozuna,12/15/2018,ar,5Q3e16qE1RE5oilN3ukasm
32,Voy,Femigangsta,12/15/2018,ar,0oc4ob8nrcob0uLgUqX35d
33,Créeme,Karol G,12/15/2018,ar,1mT47pKLXUwPYGwB91GcNz
34,Reggaetón en lo Oscuro,Wisin & Yandel,12/15/2018,ar,7LLXLd0pisbEAdIVK502VM
35,Domingo (feat. Cosculluela),Reykon,12/15/2018,ar,6ayCEojiJIe5d8DwXVlGU4
36,Llegaste Tú,CNCO,12/15/2018,ar,6tT4Ks1N04Ut0lSQ3xjSaZ
37,Asesina - Remix,Brytiago,12/15/2018,ar,59PYgzOiOjGDzjDT5N5oOX
38,Ya No Tiene Novio,Sebastian Yatra,12/15/2018,ar,7uQmJ1jgNzBpATSoWKSPFu
39,Lo Hago Facil,Noah,12/15/2018,ar,3iuZiolQF9de7vkxzJ6y54
40,Ice,Ecko,12/15/2018,ar,07VwdDnNr05uJGgpM1IG40
41,POP/STARS,K/DA,12/15/2018,ar,5sbooPcNgIE22DwO0VNGUJ
42,Amigos Con Derechos,Reik,12/15/2018,ar,2zDj4WjbNDmrRL6Z4YjjCA
43,Sola,Manuel Turizo,12/15/2018,ar,675w3ACw5xZR3ODhUJlEVN
44,Quem Me Dera,Márcia Fellipe,12/15/2018,ar,2lAyctg5FocS67eksHoyIg
45,Por Que Te Vas,TINI,12/15/2018,ar,70c9sdkTnDiehSDOCxCnDc
46,Culpables,Tu Combo Kabrón,12/15/2018,ar,1ZFUbUbR4NrhHzOmPwRoCT
47,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,12/15/2018,ar,1A6OTy97kk0mMdm78rHsm8
48,Terapia,Cacife Clandestino,12/15/2018,ar,3u0p63THVPuswBPYERh1tZ
49,Trampoline,SHAED,12/15/2018,ar,0lsRatBUs9HNIZAmoGABzk
50,Amor Imposible,Erick,12/15/2018,ar,3GHjX2AZ2G80hHUkbTLz0R
1,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1/15/2018,au,51rXHuKN8Loc4sUlKPODgH
2,My My My!,Troye Sivan,1/15/2018,au,2Tq2R8sRftNEqdgJK5HadO
3,This Is Me,Keala Settle,1/15/2018,au,2xGjteMU3E1tkEPVFBO08U
4,Rewrite The Stars,Zac Efron,1/15/2018,au,630sXRhIcfwr2e4RdNtjKN
5,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1/15/2018,au,1gmarFWgSwb4SWlmqDjWka
6,ICY GRL,Saweetie,1/15/2018,au,4Zkjhf26f6Ai7qSMjt1Yue
7,Finesse (Remix) [feat. Cardi B],Bruno Mars,1/15/2018,au,3Vo4wInECJQuz9BIBMOu8i
8,Laughing on the Outside,Bernadette Carroll,1/15/2018,au,3DofkfU0559aayAElVjEIr
9,All The Stars (with SZA),Kendrick Lamar,1/15/2018,au,12SJpYZEdj4kzWZ8FPFg4Y
10,raingurl,Yaeji,1/15/2018,au,4gRAniZdYF2zVrDUsNC9tU
11,Filthy,Justin Timberlake,1/15/2018,au,1L3NV7VrCiuE8C5QlhdeQL
12,A Million Dreams,Ziv Zaifman,1/15/2018,au,0RoA7ObU6phWpqhlC9zH4Z
13,Never Enough,Loren Allred,1/15/2018,au,0Gl5s8IhMmQE5YQwM8Qx1J
14,Everybody's Coming To My House,David Byrne,1/15/2018,au,7zuLFva2TbSg6mBijigBzm
15,Smoko,The Chats,1/15/2018,au,5RUlV9IzfDkLWS0laBUqwF
16,Blame,Ekali,1/15/2018,au,089tprIgsyFSOrZpugamLI
17,BBoom BBoom,MOMOLAND,1/15/2018,au,3BPoSr2pO34Aan6alFfVto
18,Nowadays (feat. Landon Cube),Lil Skies,1/15/2018,au,2u7mxWSeoqTXndK5e08jMp
19,Long Live the Billionaire,Shungudzo,1/15/2018,au,3xxM5gF36z8mFQRkv3OYAv
20,The Greatest Show,Hugh Jackman,1/15/2018,au,43ay9lQZ5rfNcOOHhRF2cM
21,Spotlight,Marshmello,1/15/2018,au,6VrCmhRBFnuGKmtNfk4jDs
22,Uphill Battle,Rozzi,1/15/2018,au,5KKI7NfeUtJi0xkD0EP893
23,"No Woman, No Cry (Arr. Cello)",Sheku Kanneh-Mason,1/15/2018,au,6srtY79KSpTSwsFRGeJSBX
24,Never Be the Same,Camila Cabello,1/15/2018,au,4eWQlBRaTjPPUlzacqEeoQ
25,We're Going Home,Vance Joy,1/15/2018,au,2tyRWdJpAqiChivdkU8M7r
26,Jungle,Illy,1/15/2018,au,3LU9TznBpabLPU8Z3wPxfR
27,STREET LIVIN',The Black Eyed Peas,1/15/2018,au,6JOoFjk5IwBO1prWVjVbbV
28,Hollow (feat. Charlie Lim),Katz,1/15/2018,au,40jgQMxu1yaQkIRblyswIM
29,One Day,Tate McRae,1/15/2018,au,27r2uANqwK7XbsiAZnzf9e
30,Wildflower,KOLE,1/15/2018,au,3ec7065d21c0G4iSHxC6M7
31,Him & I (with Halsey),G-Eazy,1/15/2018,au,5k38wzpLb15YgncyWdTZE4
32,Chloraseptic (feat. 2 Chainz & Phresher) - Remix,Eminem,1/15/2018,au,756ZV0boQJ6Kbk3WFBuVjD
33,We Might Be Dead By Tomorrow,Soko,1/15/2018,au,7KDJ1VnAwQn2geQuAWMMbm
34,River (feat. Ed Sheeran),Eminem,1/15/2018,au,5UEnHoDYpsxlfzWLZIc7LD
35,Let Me Down,Jorja Smith,1/15/2018,au,2tpYmda4mM7XFvpbhOfERH
36,C H I M A,Britt Rion,1/15/2018,au,2nCoryHlInylcGspMpMMoi
37,Chasing Stars,Alice Ivy,1/15/2018,au,63G2N2aPjnS2Zc2Ck4ryGI
38,Supernova,Ansel Elgort,1/15/2018,au,2ZIZXWnU52s0C75sPYiwvh
39,Partyin' Next Door,Young Blacc,1/15/2018,au,7tst7qbXzygbDHh0kjfOOA
40,Mine,Bazzi,1/15/2018,au,6tHWl8ows5JOZq9Yfaqn3M
41,Thick Niggas and Anime Tiddies,Dbangz,1/15/2018,au,33kB5gz4gzOEZVkuWKHylS
42,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1/15/2018,au,7iDa6hUg2VgEL1o1HjmfBn
43,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,1/15/2018,au,5hM6sP0Gh1jD57drszNueC
44,Tequila,Dan + Shay,1/15/2018,au,7Il2yWQmsqKgSkLQvHTPUI
45,Hear This,Jarami,1/15/2018,au,6dbo1dCjqgVS3XHcnJmOHx
46,All Right,Audio Dope,1/15/2018,au,3CmuJxwX3v6gHZxlIlP3sy
47,Riff Off,The Bellas,1/15/2018,au,51oZrLkVmpbhX9p52gxPdZ
48,Need Me,Mashd N Kutcher,1/15/2018,au,6E36TvmibEveXov0iKIugb
49,The Other Side,Hugh Jackman,1/15/2018,au,2cKovq3l6OJjhVVDbVKOsr
50,What's Chasing You,Marlon Williams,1/15/2018,au,0WArHkt7n84lSE8fC5F6hT
1,Look Alive (feat. Drake),BlocBoy JB,2/15/2018,au,4qKcDkK6siZ7Jp1Jb4m0aL
2,Mine,Bazzi,2/15/2018,au,6tHWl8ows5JOZq9Yfaqn3M
3,Paramedic!,SOB X RBE,2/15/2018,au,2tPcTFiQF9MbVUyjZ3zDhA
4,Maybe I’m Amazed - Bonus Track,Jamie Dornan,2/15/2018,au,5H9ViTP1ZlOlRFhey8SUsA
5,X (with 2 Chainz & Saudi),ScHoolboy Q,2/15/2018,au,4LmAnpjlhWTahvRkYR8xJa
6,Opps (with Yugen Blakrok),Vince Staples,2/15/2018,au,7bUcBztfGqO7cSI2gMZeCI
7,Redemption (with Babes Wodumo),Zacari,2/15/2018,au,76iVOVsliCHlWqKuDnCfhE
8,Seasons (with Sjava & Reason),Mozzy,2/15/2018,au,35cOyocq8Gb6UcT0NWeTwn
9,Pray For Me (with Kendrick Lamar),The Weeknd,2/15/2018,au,4ofvoCdXq99vpMZO4Cfp8x
10,14U+14ME - Single Edit,The Presets,2/15/2018,au,4k9g228Uz3w5MOR0ys9t4x
11,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,2/15/2018,au,4KXwFI9pgJLpUIAc9oSL8j
12,"The Wolf - From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""",The Spencer Lee Band,2/15/2018,au,2TCNvoLwNkmmD3ss6uwQeN
13,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,2/15/2018,au,51rXHuKN8Loc4sUlKPODgH
14,Confidence,Ocean Alley,2/15/2018,au,62zG6kMMH353g1yu9Y1EIC
15,Saints of the Sinners,The Faim,2/15/2018,au,0vI4E9advbgPGvRt7RImvK
16,The Ways (with Swae Lee),Khalid,2/15/2018,au,5jyyPsIGM2yqkZN9R3TmvN
17,Love You Better (feat. Chris Brown),King Combs,2/15/2018,au,4HaTbFvIyeinaV6koLK3L4
18,God's Plan,Drake,2/15/2018,au,2XW4DbS6NddZxRPm5rMCeY
19,I Am,Jorja Smith,2/15/2018,au,0DJBgBiYeSn6n1AXAkFVE8
20,UFO (feat. Allday),Mallrat,2/15/2018,au,7MwIU0huJG9ml5oNEWLxUH
21,FRIENDS,Marshmello,2/15/2018,au,08bNPGLD8AhKpnnERrAc6G
22,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2/15/2018,au,5CLGzJsGqhCEECcpnFQA8x
23,All The Stars (with SZA),Kendrick Lamar,2/15/2018,au,2Imq77E6CEJR5TPUxlJvTY
24,"Royalty (feat. PT, OD, TY & Mark Graham)",Cody Wave,2/15/2018,au,3YCc0tdnIKJz3meuztpq4X
25,Big Shot (with Travis Scott),Kendrick Lamar,2/15/2018,au,5cXg9IQS34FzLVdHhp7hu7
26,The Middle,Zedd,2/15/2018,au,09IStsImFySgyp0pIQdqAc
27,Fake ID,Riton,2/15/2018,au,5mr06ofu0NYuw3XpiokMct
28,Futon Couch,Missy Higgins,2/15/2018,au,2PZqXcvQUhKxSvXgimwGrl
29,TalkTalk,A Perfect Circle,2/15/2018,au,47ih1BN9dECO0Gu0yPeMyD
30,Heaven,Julia Michaels,2/15/2018,au,4QfNOZN7vrQCQKK1ZJ3XPb
31,X (Mwah),Hellions,2/15/2018,au,2EcYwL5e0QkzTNO7qpYJzq
32,All My Life,DallasK,2/15/2018,au,308zpyApA49qlNuzayCeYr
33,First Time,Right-O,2/15/2018,au,68iStFd2U9XEpcCIM2II6i
